Component,Difumo_names,Yeo_networks7,Yeo_networks17,GM,WM,CSF
32,Middle frontal gyrus posterior RH,ContA,ContB,0.5998475459102179,0.2939235324721183,0.08050762848043991
33,Parieto-occipital sulcus middle LH,VisCent,VisPeri,0.43812521214100053,0.5112652664246538,0.05060311010807458
34,Frontal pole LH,DefaultB,DefaultA,0.5774368464121178,0.23081350109702226,0.08034837311445746
35,Splenium of corpus callosum,No network found,No network found,0.3400195824274222,0.290326614992725,0.36965622322344066
36,Mid-anterior cingulate cortex LH,SalVentAttnA,SalVentAttnB,0.6696165470168339,0.29450438023739123,0.03588317704617546
37,Precentral sulcus middle RH,ContA,ContB,0.5326579596226,0.42054409240161844,0.045677831959111244
38,Thalamus LH,No network found,No network found,0.6046493447222121,0.3952585454104013,0.00010016486216410744
39,Fusiform gyrus anterior RH,VisCent,VisCent,0.8173257741246593,0.07536063622552187,0.10732206185210579
40,Precentral sulcus superior LH,DorsAttnB,DorsAttnB,0.3187593203958551,0.6730263073128282,0.008217335773185874
41,Central opercular cortex LH,SalVentAttnA,SomMotB,0.7115951204627697,0.1941352874052358,0.09418922637989124
42,Cerebellum VI dorsal,No network found,VisPeri,0.7486129704576308,0.009551463242963545,0.24074972527352728
43,Mid-anterior corpus callosum,No network found,No network found,0.2096202189658986,0.6420923135948581,0.14827974158681506
44,Cerebrospinal fluid (between precentral gyrus and skull),SomMotA,SomMotA,0.4414561551086788,0.19752860283769225,0.1432520388900449
45,Heschl’s gyrus RH,SomMotA,SomMotB,0.7444733154410741,0.07600907931852662,0.17888842642795394
46,Lingual gyrus posterior RH,VisCent,VisPeri,0.5559191128825245,0.4169834382726269,0.027109232473773382
47,Precentral sulcus middle RH,DorsAttnB,ContA,0.18431362514537553,0.8113812945448284,0.004304832644872025
48,Superior frontal sulcus posterior LH,DefaultB,ContB,0.41557071190472333,0.5567698970377059,0.027353211810533684
49,Cerebellum VI superior RH,VisCent,VisPeri,0.7887543161540805,0.011324769295432247,0.19971550734123783
50,Third ventricle,No network found,No network found,0.6540598956601564,0.12686848295833722,0.21907604905882963
51,Lateral fissure posterior limb RH,No network found,SomMotB,0.1427136299825674,0.8557045152865299,0.0015885071797367347
52,Superior parietal lobule posterior RH,DorsAttnB,DorsAttnA,0.5490972965077634,0.19832854568242475,0.11874330212456122
53,Middle temporal gyrus anterior RH,DefaultB,DefaultB,0.7616830822364397,0.14440222280245915,0.07743654764715914
54,Retrosplenial cortex,No network found,No network found,0.19255207893573312,0.006274677255925939,0.8011607307788277
55,Middle temporal gyrus middle LH,DefaultB,DefaultB,0.8070957076119478,0.10273176816908869,0.0861921719784764
56,Anterior insula ventral LH,SalVentAttnA,SalVentAttnA,0.6956486613507578,0.15462014695520276,0.1496461710319127
57,Inferior frontal sulcus posterior RH,ContA,ContA,0.31279492178038126,0.672571094491051,0.014539805293486106
58,Hippocampal fissure,No network found,DefaultC,0.6822530375517639,0.20503989948913082,0.11269746438317468
59,Splenium of corpus callosum,No network found,ContC,0.0974702839377017,0.9017237613998557,0.0008230371929159004
60,Calcarine cortex posterior LH,VisCent,VisCent,0.558855657344441,0.41125139931474614,0.029777012051087674
61,Parieto-occipital sulcus posterior LH,VisCent,ContC,0.669736465229982,0.14919508319816374,0.18059719008365746
62,Ventral medial prefrontal cortex posterior ,LimbicA,LimbicB,0.7577092101147391,0.15468041619186593,0.08760687695951126
63,Superior frontal sulcus middle LH,DefaultB,ContB,0.6427965877383122,0.1975239594335185,0.15290373207773833
64,Cerebellum V LH,No network found,No network found,0.5992856986337078,0.36774594659943727,0.028016154486788798
65,Collateral sulcus middle,VisCent,DefaultC,0.7282830169629151,0.1827355974584585,0.08898681641164542
66,Middle frontal gyrus anterior RH,ContA,SalVentAttnB,0.6337548392660523,0.26492987814275815,0.062150613837400163
67,Middle temporal gyrus mid-anterior RH,DefaultB,TempPar,0.7679736133336602,0.12247153212392808,0.10628524279623633
68,Dorsomedial prefrontal cortex RH,DefaultB,DefaultB,0.5108819443087821,0.4354256481261358,0.0533513915919691
69,Putamen RH,No network found,No network found,0.46813515109374565,0.5315886315253717,0.00028517459553137494
70,Posterior cingulate cortex,DefaultB,DefaultA,0.7805552656796982,0.11233277959106931,0.10712329172769765
71,Heschl’s gyrus LH,SomMotA,SomMotB,0.6731358546588307,0.2125866502855434,0.11427032732609094
72,Caudate nucleus,No network found,No network found,0.7681559572474788,0.23142589704395514,0.0004244993327157675
73,Angular gyrus posterior LH,DefaultB,TempPar,0.6958433120265562,0.1750624782491481,0.09716087395091165
74,Central sulcus superior LH,No network found,No network found,0.03535166182819322,0.9645588425912678,9.930423697591697e-05
75,"Calcarine cortex, cuneal point RH",VisCent,VisPeri,0.733501552203633,0.18176510647999639,0.08473120728767736
76,Fusiform gyrus anterior LH,VisCent,DefaultC,0.8658365593233298,0.022429174781726742,0.11172803787893792
77,Parietal operculum RH,SalVentAttnA,SalVentAttnA,0.7310569090051299,0.07313700867737155,0.17842289041014237
78,Central sulcus LH,SomMotA,SomMotA,0.4870132703355188,0.42475846811998785,0.08812027476222045
79,Cerebrospinal fluid (between Central sulcus and skull),SomMotA,SomMotA,0.25056501132580183,0.07182294767541103,0.07989442337220053
80,Putamen posterior RH,No network found,SomMotB,0.38058672584440595,0.6156318979619362,0.003765482275751177
81,Cuneus inferior,No network found,No network found,0.11994944513160362,0.8695070219447982,0.010554111922303313
82,Amygdala,No network found,No network found,0.8199190254165819,0.17455577484474366,0.00553599920122529
83,Lateral fissure posterior LH,SomMotA,SomMotB,0.6848618568692406,0.17273622973907146,0.13490496379988964
84,Cerebellum VIIIab,No network found,No network found,0.841190377647461,0.15104410980322117,0.006441644311775771
85,Cerebellum Crus I RH,No network found,No network found,0.7740871511850779,0.05005953248509589,0.14129759102298556
86,Anterior cingulate RH,DefaultB,DefaultA,0.7632647111994638,0.15783749078485293,0.0788955927471233
87,Cerebrospinal fluid (between middle frontal gyrus and skull),ContA,ContB,0.5539566378091272,0.05557462559387125,0.11966898119926538
88,Cerebrospinal fluid (between superior parietal lobule and skull),DorsAttnB,DorsAttnA,0.4609264512808506,0.08446065468569708,0.16831637375544165
89,Superior longitudinal fasciculus I anterior LH,No network found,No network found,0.014148252973321682,0.985777319901876,7.894656994413705e-05
90,Middle frontal gyrus middle LH,SalVentAttnA,SalVentAttnB,0.6269114994316255,0.30614896961242904,0.055818114485095105
91,Inferior occipital sulcus RH,VisCent,VisCent,0.6256845435237229,0.3331387905879216,0.039945120469792955
92,Calcarine sulcus anterior,No network found,DefaultC,0.48936980768857835,0.11333258333891444,0.3973069355252133
93,Superior longitudinal fasciculus II posterior RH,No network found,No network found,0.028909727916132524,0.9710426784225584,4.852733138461614e-05
94,Calcarine sulcus RH,VisCent,VisPeri,0.7242137634330548,0.14827385407257468,0.12751717362269988
95,Thalamus posterior,No network found,No network found,0.8203913719592023,0.16736951706392883,0.012241490303218349
96,Cingulate anterior,DefaultB,DefaultA,0.7330812730873085,0.0437434945692782,0.22317824280693163
97,Superior occipital gyrus RH,DorsAttnB,DefaultC,0.46156226893124747,0.5182290713095098,0.02004258452807639
98,Cerebellum IX middle,No network found,No network found,0.5966174324800809,0.31593303075892404,0.08387092984359272
99,Lateral ventricle RH,No network found,No network found,0.3951102673933936,0.39952243063161674,0.20537106817529624
100,Central sulcus inferior,SomMotA,SomMotB,0.5521460366981374,0.37281242982395724,0.07504820010771633
101,Angular gyrus superior RH,ContA,ContB,0.6563905628745719,0.2007063439566296,0.10048080499804923
102,Occipital pole superior LH,VisCent,VisCent,0.44660721618741406,0.5255835831247534,0.02775142982321131
103,Inferior temporal sulcus posterior LH,ContA,ContB,0.6309258150559909,0.3371107043942814,0.03121863841077155
104,Mid-posterior cingulate,SalVentAttnA,SalVentAttnA,0.7692886511348045,0.037511574889519526,0.19321617169064856
105,Angular gyrus anterior RH,DefaultB,ContB,0.568404573546649,0.37005648650275863,0.05627314322049074
106,Olfactory sulcus RH,DefaultB,DefaultA,0.41365204043209997,0.5658770528992034,0.0204793524114956
107,Posterior horn of internal capsule LH,SomMotA,SomMotB,0.2850758707189068,0.7066705024774949,0.008258969509306865
108,Middle cerebellar peduncle,No network found,No network found,0.5558848064653222,0.4233222187450009,0.02080313580637291
109,Middle frontal gyrus anterior LH,SalVentAttnA,SalVentAttnB,0.5957407520257207,0.0487648828626087,0.133149385874793
110,Inferior frontal sulcus anterior LH,ContA,ContA,0.6636682803005353,0.24124341780575545,0.07884833298073729
111,Calcarine sulcus anterior,No network found,No network found,0.6960168602603881,0.1652209047783781,0.1387604492831795
112,Superior frontal gyrus mid-posterior RH,ContA,ContB,0.5360828121539197,0.4180133066025041,0.04230498346325884
113,Middle temporal gyrus anterior LH,DefaultB,DefaultB,0.7997447967379929,0.10242635998128803,0.08444843135403013
114,Inferior callosomarginal sulcus,SomMotA,SomMotA,0.7272553511294495,0.020498845781067133,0.25224783561242725
115,Inferior frontal sulcus anterior RH,No network found,ContA,0.09401389835218624,0.9052461768794741,0.0007675327880668614
116,Pars opercularis LH,DefaultB,DefaultB,0.5827438052810625,0.3550531361745714,0.057572995216560494
117,Lingual gyrus posterior RH,VisCent,VisPeri,0.7133924103209954,0.09912695520371367,0.18689035541183843
118,Pars triangularis RH,ContA,ContA,0.5049060580477386,0.035969046483499245,0.14903075863778661
119,Fornix posterior,No network found,No network found,0.36724424218391966,0.33899594817172,0.29376575091957974
120,Cerebellum Crus I lateral LH,DorsAttnB,DorsAttnA,0.7877577045784285,0.02649777212990924,0.180387310829208
121,Fusiform gyrus RH,VisCent,VisCent,0.8325861605709511,0.06509759898937824,0.10231856206597353
122,Inferior occipital gyrus anterior LH,DorsAttnB,DorsAttnA,0.7831287095106205,0.09302794882812908,0.11316897466718916
123,Superior temporal sulcus anterior LH,DefaultB,DefaultB,0.7710371660095805,0.17194789895364848,0.05352724336114884
124,Callosomarginal sulcus superior RH,SomMotA,DorsAttnB,0.4619386724977418,0.36632729446745943,0.14926748387222608
125,Superior frontal sulcus posterior,No network found,DorsAttnB,0.0660124511595758,0.9337365110765803,0.0002515008220544701
126,Frontal pole lateral LH,ContA,ContB,0.6334260817796558,0.2719822963096557,0.06044108819039263
127,Superior parts of central and postcentral sulci LH,SomMotA,SomMotA,0.4000092091803051,0.49163974703502317,0.10094160157609902
128,Subparietal sulcus LH,DefaultB,ContC,0.6817263245582861,0.16848780772561062,0.1497867633217415
129,Supramarginal gyrus posterior RH,SalVentAttnA,SalVentAttnB,0.6815928355025799,0.12440374444425807,0.11403823133074813
130,Collateral sulcus anterior,VisCent,DefaultC,0.8020368419002091,0.12225275988938714,0.07571441933233684
131,Thalamus lateral LH,No network found,No network found,0.3420719366761769,0.6480878664716253,0.009848608448831345
132,Precentral gyrus inferior LH,SomMotA,SomMotB,0.6361869714032431,0.15459139855772494,0.08945186228454886
133,Occipitotemporal sulcus RH,DorsAttnB,DorsAttnA,0.6516708339343371,0.32183572561710183,0.026470705775908054
134,Subgenual cortex,LimbicA,LimbicB,0.662765818918078,0.24776501482075858,0.08946455028809763
135,Inferior frontal gyrus anterior RH,ContA,ContB,0.5598256250862091,0.3958606704737935,0.037069371132828
136,Superior temporal sulcus posterior LH,DefaultB,TempPar,0.7292427824365356,0.20818283542729504,0.06256487966633884
137,Superior occipital gyrus,VisCent,VisCent,0.4399604484989425,0.53898758357963,0.020536200332941797
138,Frontal pole LH,DefaultB,ContB,0.32911861905696377,0.6499905356019425,0.020843806588811194
139,Superior longitudinal fasciculus III posterior LH,No network found,TempPar,0.053480812343814674,0.9461624379001097,0.0003535826468273606
140,Precentral sulcus superior RH,DorsAttnB,DorsAttnB,0.7157108412618729,0.14736577430169912,0.1347879947322486
141,Intraparietal sulcus anterior LH,ContA,ContA,0.5376100134613095,0.39979184957969777,0.06040327468540768
142,Frontal pole inferior,LimbicA,LimbicB,0.49207776541870485,0.47253601707979875,0.03474679450214547
143,Optic radiation posterior LH,No network found,No network found,0.0939664051645767,0.8796453347898248,0.02640010870961843
144,Superior temporal sulcus posterior RH,SalVentAttnA,TempPar,0.6940102679258452,0.2138609776320129,0.0869646163315213
145,Mammillary bodies,No network found,No network found,0.6305560047985792,0.11956623429184388,0.24988771308675917
146,Optic radiation posterior RH,No network found,No network found,0.09515172150325825,0.9040984375510143,0.0007573768095575515
147,Caudate LH,No network found,No network found,0.45035636440315324,0.5298841937660365,0.019750041480957603
148,Parietal operculum RH,SomMotA,SomMotB,0.273551742439204,0.7169127360452148,0.009532144585936254
149,Putamen anterior RH,No network found,No network found,0.6324779175696262,0.3674965291495279,3.4419700985233296e-05
150,Intraparietal sulcus anterior RH,DorsAttnB,ContA,0.6058989503879522,0.29964862853610014,0.09423177033418997
151,Precentral gyrus superior LH,SomMotA,SomMotA,0.3617229790134315,0.12232396396007204,0.11702197028477208
152,Superior temporal sulcus middle LH,DefaultB,DefaultB,0.5475989697258226,0.42053443630215337,0.03188458095878126
153,Caudate anterior,No network found,No network found,0.7873115269364892,0.03456503762505339,0.17814494441160394
154,Superior parts of postcentral gyrus and superior parietal lobule LH,SomMotA,SomMotA,0.4325623897594797,0.4976555665618562,0.0694814488702153
155,Occipital pole superior RH,VisCent,VisCent,0.4742148711250157,0.4922694895451662,0.03243823829233676
156,Mid-anterior paracingulate gyrus LH,SalVentAttnA,SalVentAttnA,0.6332540790640229,0.31510859058414753,0.05162971058855082
157,Occipitotemporal sulcus RH,VisCent,DorsAttnA,0.592591542355696,0.3849772063557968,0.022440076161754485
158,Calcarine sulcus posterior LH,VisCent,VisPeri,0.6417508482151161,0.26417618516901303,0.0940252280293497
159,Parieto-occipital sulcus middle RH,VisCent,VisPeri,0.47037818701954304,0.4752777151838343,0.05434384320232445
160,Internal capsule anterior LH,No network found,No network found,0.0076213077566029495,0.9923311880103773,4.424373612709289e-05
161,Mid-posterior cingulate cortex,SalVentAttnA,DefaultA,0.8101810487327753,0.09887682227434297,0.09094667013993839
162,Superior frontal gyrus posterior RH,DorsAttnB,DorsAttnB,0.6143907020676426,0.24670406448284424,0.13109037363539253
163,Superior frontal sulcus posterior LH,DorsAttnB,DorsAttnB,0.6614692336176239,0.2542326326737232,0.08411662759152039
164,Cerebellum VIIb,No network found,No network found,0.8738168012300991,0.11143050721241632,0.01346555072738675
165,Fusiform gyrus posterior RH,VisCent,VisCent,0.5911387079883154,0.3798585002166357,0.029000465878042843
166,Callosal sulcus middle,ContA,ContC,0.5373047155015516,0.39310065079755446,0.06960189829464623
167,Forceps major posterior LH,No network found,No network found,0.052741790585366585,0.9467316059944539,0.0005365239285650826
168,Fornix anterior,No network found,No network found,0.6627989798712626,0.18552647668527575,0.15165838936774703
169,Temporal pole LH,LimbicA,LimbicA,0.7163397484401162,0.2378120879981206,0.04059019357030633
170,Cerebellum VI,No network found,No network found,0.830129952760335,0.11188682074140782,0.05686787057343933
171,Central opercular cortex LH,SalVentAttnA,SalVentAttnA,0.7852827531187302,0.11963546127217362,0.09508569774972928
172,Hippocampus,No network found,No network found,0.6415039210235185,0.3248676272567139,0.033640951456327
173,Lateral occipital cortex anterior LH,DorsAttnB,DorsAttnB,0.6803970130705688,0.19573419795159241,0.09797155693704111
174,Cerebellum Crus I superior RH,VisCent,VisCent,0.806652171036685,0.03621324396229069,0.15085162896206222
175,"Dorsomedial prefrontal cortex, anterocaudal",DefaultB,DefaultA,0.32090470312605895,0.667871388272472,0.010606570216515983
176,Superior temporal gyrus posterior LH,SomMotA,SomMotB,0.5261625722037867,0.41137474290204984,0.062454676231153874
177,Inferior occipital gyrus LH,VisCent,VisCent,0.508162500554491,0.47394178957097005,0.017674018018869427
178,Intraparietal sulcus posterior RH,DorsAttnB,DorsAttnA,0.5036665332163462,0.44734671747916444,0.04886809001198199
179,Inferior temporal sulcus posterior LH,DorsAttnB,DorsAttnA,0.737384511024303,0.2191431737804833,0.04314309416273556
180,Cerebrospinal fluid (between precentral gyrus and skull RH),SomMotA,SomMotB,0.5036867234494502,0.03504709161844896,0.1460155587276955
181,Globus pallidus,No network found,No network found,0.54383772082442,0.4540457307063227,0.0021200874282709834
182,Medial orbital cortex LH,LimbicA,LimbicB,0.4604956048995493,0.5237782829922195,0.015704538724451805
183,Central sulcus inferior LH,DorsAttnB,DorsAttnB,0.13495137082150785,0.8619558591014073,0.0031021353299764253
184,Anterior insula posterodorsal RH,SalVentAttnA,SalVentAttnA,0.7936906276329146,0.15566874458075794,0.05065042358977044
185,Middle frontal gyrus posterior RH,ContA,ContB,0.566888557657357,0.34435553242206385,0.06924658322037809
186,Superior frontal gyrus posterior LH,DorsAttnB,DorsAttnB,0.21961223612763722,0.7738262808304598,0.006078618511130289
187,Posterior limb of internal capsule LH,No network found,No network found,0.03886210467511958,0.9525612949399471,0.008575351635270196
188,Lateral occipital cortex superior LH,DefaultB,DefaultC,0.615403043779507,0.26293077011624155,0.08240900671554252
189,Precuneus posterior LH,DorsAttnB,DorsAttnA,0.4622883728957439,0.4402833840217469,0.07556564371419378
190,Middle cerebellar peduncle,No network found,No network found,0.4998954015774863,0.4990355334032802,0.0010647917848858328
191,Superior frontal gyrus posterior RH,DorsAttnB,DorsAttnB,0.17837866894949903,0.817392879904945,0.004175854886701972
192,Angular gyrus posterior RH,DorsAttnB,DorsAttnA,0.593734355630714,0.2582685970167415,0.14318671276824885
193,Cerebrospinal fluid (between superior frontal sulcus and skull LH),DefaultB,DefaultB,0.5863219742115235,0.04824992293282592,0.12067234410892214
194,Superior parietal lobule RH,No network found,DorsAttnA,0.055392514453982813,0.9441563829806895,0.00045981641635245934
195,Frontal pole superior RH,ContA,ContB,0.5273654453459717,0.42483843490348366,0.04649289281926572
196,Lateral ventricles ,No network found,No network found,0.19558631572537405,0.18223216855026755,0.6221811034259364
197,Cuneus anterior,VisCent,VisPeri,0.6931706890954417,0.17751538257856148,0.12932951981526952
198,Postcentral sulcus inferior LH,DorsAttnB,DorsAttnB,0.14427194502578236,0.852610681098068,0.0031148323559791577
199,Intraparietal sulcus posterior LH,DorsAttnB,ContA,0.36471601466560016,0.6150110679434803,0.020281589282590134
200,Thalamus lateral,No network found,SalVentAttnA,0.382099777825134,0.6150397021938953,0.0028719622205501593
201,Amygdala RH,No network found,LimbicA,0.8841005318061308,0.07015726701933984,0.04574976407109684
202,Subcentral gyrus LH,SomMotA,SomMotB,0.6577275794901691,0.2523985951253121,0.07024703061818706
203,Precuneus medial LH,No network found,No network found,0.032443908605300435,0.9674874068321434,7.784266842209914e-05
204,Mid-anterior cingulate cortex,SalVentAttnA,SalVentAttnA,0.6919278344881771,0.2014606397985154,0.10661302934680411
205,Heschl’s gyrus LH,SomMotA,SomMotB,0.6675393840170986,0.27769003283582194,0.05476935420845594
206,Superior temporal sulcus posterior RH,DefaultB,TempPar,0.6706314462836451,0.2828782624863313,0.04646830471434133
207,Superior frontal sulcus middle RH,No network found,No network found,0.03957017125766212,0.9603299478425884,0.00010017156970961824
208,Inferior temporal sulcus posterior LH,DorsAttnB,DorsAttnA,0.21869456100919818,0.7776095439516351,0.0036984750283085427
209,Superior frontal sulcus posterior LH,DorsAttnB,DorsAttnB,0.4674644852383328,0.5099956139398016,0.022536345493969427
210,Anterior horns of internal capsule,No network found,No network found,0.18062583849223196,0.46252367922236176,0.35685039674055197
211,Precuneus posterior RH,DorsAttnB,ContC,0.5619020092544913,0.30935129378812576,0.11353122791738243
212,Cingulate anterior RH,DefaultB,DefaultA,0.4038899786297025,0.5813354370483336,0.014780100772888246
213,Precentral sulcus inferior RH,DorsAttnB,ContA,0.690899115461762,0.22224455655308972,0.08561647521877813
214,Angular sulcus inferior RH,SalVentAttnA,TempPar,0.37770861268348316,0.60925110611929,0.01305183054972287
215,Frontal pole medial,DefaultB,DefaultA,0.5663962076170117,0.08011239641343626,0.17115167194989708
216,Cerebellum X,No network found,No network found,0.30211389265256594,0.2261014490804226,0.17670109022286665
217,Cerebellum Crus I LH,No network found,No network found,0.8721206321707229,0.10550784666004327,0.022370646494383844
218,Pars triangularis RH,ContA,DefaultB,0.563534471214682,0.351481147390718,0.054969992169600176
219,Superior occipital sulcus inferior RH,VisCent,VisPeri,0.5278234389674852,0.39170140022628785,0.07533948713205531
220,Corpus callosum isthmus,No network found,ContC,0.18657548794011225,0.42928590968342356,0.3841311623609832
221,Planum polare,SalVentAttnA,SomMotB,0.621409446451432,0.08444763229829542,0.29408548467407175
222,Precentral gyrus superior RH,SomMotA,DorsAttnB,0.420790316450482,0.5285109721573623,0.04871941913009275
223,Subparietal sulcus RH,DefaultB,DefaultA,0.5552954723195636,0.41415150634646125,0.030556555312639757
224,Lateral occipital cortex superior LH,DorsAttnB,DefaultC,0.6165268385793569,0.26162480731035387,0.09006393181446815
225,Parietal operculum RH,SomMotA,SomMotB,0.574013638240206,0.37980985405441503,0.04618836388168139
226,Angular gyrus posterior LH,DorsAttnB,DefaultC,0.4261049732688673,0.5504502931005837,0.023038331790338658
227,Anterior commissure,LimbicA,LimbicB,0.23146169750817913,0.7647172225375992,0.0038289946087547697
228,Cerebrospinal fluid (between superior occipital gyrus and skull LH),DefaultB,DefaultA,0.5092042812979124,0.03582377241552933,0.19624874877039086
229,Anterior insula ventral,SalVentAttnA,SalVentAttnA,0.749855922207624,0.025702481402188174,0.22437551987258786
230,Superior temporal sulcus posterior RH,DorsAttnB,DorsAttnA,0.3019581224068456,0.6894162502015817,0.008644901735405452
231,Angular gyrus inferior RH,DefaultB,DefaultA,0.5410390032146438,0.42281738303356453,0.03599210305172583
232,Precentral sulcus superior RH,DorsAttnB,DorsAttnB,0.1257825499813198,0.8719334549465725,0.002299812843288975
233,Precentral gyrus superior LH,SomMotA,SomMotA,0.47659029741313935,0.3387222926977782,0.10845373831070745
234,Precentral gyrus mid-superior LH,SomMotA,SomMotA,0.2649507333874152,0.712427584226532,0.022418946114752505
235,Anterior cingulate cortex,DefaultB,DefaultA,0.39293069526894353,0.59621435592012,0.01087409516554675
236,Cerebellum horizontal fissure LH,No network found,No network found,0.682508750672735,0.294511628143634,0.022362489968437555
237,Central sulcus inferior LH,SomMotA,SomMotB,0.4623532148997606,0.49275107333936535,0.04488333476885561
238,Lateral fissure anterior rami RH,SalVentAttnA,SalVentAttnB,0.5633646279707686,0.01612174119877867,0.3183867827089372
239,Anterior insula RH,ContA,SalVentAttnB,0.6301487949261835,0.32670967246940485,0.04314822881081333
240,Middle frontal gyrus posterior RH,ContA,ContB,0.5065080914469995,0.06108718812277104,0.18755745313684322
241,Cerebrospinal fluid (between Precentral sulcus and skull),SomMotA,SomMotA,0.36261328260685627,0.05428126320302757,0.1102148001978733
242,Supramarginal gyrus inferior LH,SalVentAttnA,TempPar,0.6302146753418549,0.290284865268775,0.06991498561963559
243,Parieto-occipital sulcus middle LH,VisCent,DefaultC,0.6449586669380722,0.2923781641157995,0.06266609179221097
244,Paracentral lobule inferior,SomMotA,SomMotA,0.6442595367698883,0.09581559429799591,0.25993490044067197
245,Fusiform gyrus LH,VisCent,VisCent,0.7422434804174134,0.19309406399357676,0.06466775792252555
246,Inferior temporal sulcus middle RH,DefaultB,DefaultB,0.5439047316175238,0.4307438577229703,0.024804394625478114
247,Fusiform gyrus posterior LH,VisCent,VisCent,0.7905955131009484,0.09625299702871315,0.11305406300783642
248,Fluid between cerebellum and occipital cortex,VisCent,VisCent,0.49327727750046524,0.014086859668531848,0.46254849721448976
249,Angular sulcus inferior LH,DorsAttnB,TempPar,0.5928760520267213,0.36387946700828067,0.043227564922135475
250,Hippocampus LH,No network found,No network found,0.6628371924134877,0.24809281086702045,0.08905629735858228
251,Caudate posterior ,No network found,No network found,0.34128074853062074,0.050572733226465404,0.6081553653560772
252,Cerebellum Crus I LH,No network found,No network found,0.7570804405498244,0.2145177752595554,0.026743477169129393
253,Supramarginal gyrus posterior LH,SalVentAttnA,SalVentAttnB,0.6278729623149566,0.2226970148482571,0.08582596466286445
254,Middle frontal gyrus anterior RH,SalVentAttnA,SalVentAttnB,0.6727570472241691,0.2039492590436191,0.096312579059837
255,Precuneus anterior LH,DefaultB,DefaultA,0.4597665549734383,0.5074591429877263,0.03277466561247774
256,Fornix,No network found,No network found,0.5083429924946749,0.1830126096507423,0.3086547885803685
257,Heschl’s gyrus RH,SomMotA,SomMotB,0.4936054497841484,0.4863748841821098,0.018766675206780353
